ID 	Autumn temperature(℃)	Spring temperature(℃)	Summer temperature(℃)	Winter temperature(℃)	Autumn precipitation(mm)	Spring precipitation(mm)	Summer precipitation(mm)	Winter precipitation(mm) 	Autumn radiation(MJ/m2)	Spring radiation(MJ/m2)	Summer radiation(MJ/m2)	Winter radiation(MJ/m2)	Silt(%)	sand(%)	clay(%)	Aspect (°)	DEM(m)	Slope (°)	pH	SOM (g/kg)	SR(no per m2)
16	-0,319995433092117	0,446181148290634	9,93224048614502	-7,71967935562134	140,143661499023	66,414176940918	301,656158447266	3,10352754592896	1414,50415039062	1812,54418945312	1940,22607421875	1184,76538085938	24	63	13	7	4569	0,1125394	7,479	2,376	15
17	-0,402513593435287	-0,996425747871399	8,7660436630249	-10,533637046814	77,2002716064453	54,4265937805176	309,78076171875	2,16242289543152	1480,57666015625	1829,98413085938	1892,09692382812	1124,658203125	32	47	21	7	4678	2,0123405	6,558	8,022	27
18	1,81715595722198	1,34869575500488	11,0104141235352	-7,3205041885376	64,8127136230469	80,6653289794922	323,269012451172	20,0011501312256	1493,66418457031	1759,70825195312	1885,50671386719	1208,49060058594	32	47	21	5	4463	3,1996014	7,314	3,779	13
19	-1,65841209888458	-0,915463924407959	8,81664848327637	-9,21038818359375	122,364776611328	84,0632400512695	320,054016113281	2,5517566204071	1382,55908203125	1770,63696289062	1923,95080566406	1156,17041015625	19	66	15	6	4603	0,9002422	8,147	1,829	22
20	1,73822748661041	1,25726425647736	10,9506826400757	-7,40502595901489	63,4434089660645	79,8757247924805	321,454467773438	19,8761463165283	1496,77844238281	1764,0498046875	1889,92822265625	1209,52294921875	28	45	27	3	4505	7,5636277	7,314	3,779	8
21	0,986164212226868	-0,190275743603706	9,9751443862915	-8,59355735778809	121,259742736816	69,1741714477539	307,58984375	6,19093561172485	1473,2265625	1885,28076171875	1848,4970703125	1181,18725585938	32	47	21	2	4573	2,4666598	6,874	9,54	10
22	2,33666658401489	0,653333306312561	10,2433338165283	-6,48000001907349	150,169998168945	108,980003356934	371,869995117188	7,34000015258789	1435,0400390625	1775,86999511719	1788,25	1193,23999023438	32	47	21	7	4563	4,7702227	6,558	8,022	17
23	-0,705046832561493	-1,33288252353668	8,44557666778564	-10,8277282714844	77,6706161499023	54,0432434082031	310,44189453125	2,13074827194214	1483,76245117188	1834,37524414062	1892,43420410156	1129,81164550781	32	47	21	6	4702	3,577215	6,558	8,022	20
24	3,41000008583069	2,11999988555908	10,9633331298828	-7,42666673660278	52,4900016784668	83,8899993896484	347,070007324219	7,63000011444092	1534,01000976562	1753,35009765625	1802,90002441406	1186,52001953125	32	47	21	5	4463	3,1996014	7,314	3,779	13
25	1,60348439216614	1,79291009902954	10,7556943893433	-7,03361034393311	143,801361083984	77,5849380493164	424,680603027344	5,77475261688232	1414,84301757812	1780,57202148438	1743,18823242188	1198,31481933594	32	47	21	5	4479	1,702531	6,558	3,779	11
26	0,395449995994568	-0,904989123344421	9,40034294128418	-9,25350761413574	127,142578125	72,1023788452148	315,277221679688	6,19963979721069	1466,81274414062	1877,2724609375	1842,16748046875	1178,94018554688	32	47	21	5	4629	0,9072469	7,944	7,83	14
27	1,61666667461395	-0,303333342075348	9,60666656494141	-7,17333364486694	135,599990844727	96,7299957275391	348,309997558594	5,30999994277954	1448,63000488281	1789,48999023438	1799,13989257812	1195,4599609375	24	63	13	6	4575	0,656184	7,479	2,376	15
28	1,34993731975555	-0,422771722078323	8,55001449584961	-9,68779563903809	97,6759643554688	73,238395690918	375,968627929688	6,99197435379028	1499,55297851562	1857,10375976562	1852,19384765625	1183,51049804688	24	63	13	6	4567	0,5626796	7,479	2,376	9
29	-1,06295418739319	-2,75624799728394	7,96962118148804	-11,2435073852539	135,52409362793	69,9775161743164	320,751037597656	6,10469818115234	1430,31762695312	1847,87036132812	1832,3505859375	1144,90454101562	32	47	21	6	4713	2,7659559	6,558	8,022	20
30	2,33666658401489	0,653333306312561	10,2433338165283	-6,48000001907349	150,169998168945	108,980003356934	371,869995117188	7,34000015258789	1435,0400390625	1775,86999511719	1788,25	1193,23999023438	32	47	21	7	4563	4,7702227	6,558	8,022	15
31	1,52588295936584	0,625134170055389	10,4913463592529	-7,80460262298584	121,707061767578	75,277458190918	314,093566894531	6,64395570755005	1483,00146484375	1887,8203125	1843,67919921875	1191,65637207031	32	47	21	3	4562	1,6611608	6,558	8,022	14
32	1,4861775636673	0,580710053443909	10,4512004852295	-7,84243631362915	122,106880187988	75,5848693847656	314,817901611328	6,64830732345581	1482,96997070312	1887,49035644531	1843,02136230469	1191,99645996094	32	47	21	7	4563	4,7702227	6,558	8,022	9
33	0,851551175117493	-0,354682922363281	9,83549022674561	-8,73205947875977	121,654022216797	69,0955123901367	308,717620849609	6,13183498382568	1473,9521484375	1885,89685058594	1847,62573242188	1182,73376464844	32	47	21	5	4621	3,3816195	6,874	9,54	15
34	-2,04200601577759	-2,20155143737793	7,68517589569092	-11,0827693939209	128,511962890625	47,4798126220703	398,108215332031	5,27697277069092	1408,78076171875	1819,60595703125	1804,24145507812	1179,72058105469	32	47	21	6	4713	2,7659559	6,558	8,022	20
35	1,73822748661041	1,25726425647736	10,9506826400757	-7,40502595901489	63,4434089660645	79,8757247924805	321,454467773438	19,8761463165283	1496,77844238281	1764,0498046875	1889,92822265625	1209,52294921875	28	45	27	3	4505	7,5636277	7,314	3,779	14
36	1,90824508666992	0,317556709051132	9,09732246398926	-8,9491491317749	106,166931152344	81,2990570068359	382,958465576172	8,48972415924072	1496,47021484375	1849,53857421875	1846,21069335938	1189,001953125	32	47	21	10	4572	7,7811947	6,558	8,022	9
37	1,38239455223083	-0,362070113420486	8,62684345245361	-9,68145561218262	101,028869628906	77,0896453857422	379,830200195312	7,59066534042358	1492,96166992188	1846,57202148438	1845,58142089844	1176,97241210938	32	47	21	5	4621	3,3816195	6,874	9,54	12
38	2,00999999046326	0,390000104904175	9,78999996185303	-9,19999980926514	42,5100021362305	77,0400009155273	333,029998779297	6,92000007629395	1544,10998535156	1763,97998046875	1830,669921875	1185,47998046875	32	47	21	5	4601	1,0374498	6,558	8,022	11
39	2,76666641235352	1,28333342075348	10,3166666030884	-8,20666694641113	46,1000022888184	79,5599975585938	343,099975585938	7,07999992370605	1546,05004882812	1766,01000976562	1810,63000488281	1194,78002929688	32	47	21	7	4563	4,7702227	6,558	8,022	13
40	1,56666660308838	-0,260000020265579	9,61999988555908	-7,36666679382324	149,389999389648	112,410003662109	365,75	7,96000003814697	1433,05004882812	1770,2900390625	1799,77001953125	1183,919921875	32	47	21	5	4601	1,0374498	6,558	8,022	9
41	1,03999996185303	-0,933333337306976	9,09666633605957	-7,8899998664856	144,490005493164	108,080001831055	358,720001220703	6,98999977111816	1443,26000976562	1778,9599609375	1802,5400390625	1189,61999511719	32	47	21	5	4651	1,4409055	7,944	8,022	12
42	2,76666641235352	1,28333342075348	10,3166666030884	-8,20666694641113	46,1000022888184	79,5599975585938	343,099975585938	7,07999992370605	1546,05004882812	1766,01000976562	1810,63000488281	1194,78002929688	32	47	21	7	4563	4,7702227	6,558	8,022	17
43	0,261259466409683	-1,07272553443909	9,25674629211426	-9,3920202255249	126,91552734375	71,4062347412109	315,740234375	6,09844827651978	1468,39331054688	1879,14453125	1841,81396484375	1181,169921875	32	47	21	5	4651	1,4409055	7,944	8,022	15
44	1,61143410205841	1,80208921432495	10,7700281143188	-7,03080224990845	143,850402832031	77,4808654785156	424,046936035156	5,79946517944336	1414,17175292969	1780,15441894531	1743,65686035156	1197,50341796875	32	47	21	5	4463	3,1996014	7,314	3,779	10
45	3,02333331108093	1,54666662216187	10,9033327102661	-5,8100004196167	156,720001220703	112,790000915527	378,630004882812	8,19000053405762	1424,51000976562	1766,63000488281	1781,18994140625	1187,60998535156	32	47	21	5	4463	3,1996014	7,314	3,779	16
46	1,49999988079071	-0,239999994635582	9,27000045776367	-9,81333351135254	37,2799987792969	74,0299987792969	329,309997558594	6,53000020980835	1554,71997070312	1777,5400390625	1835,2099609375	1193,22998046875	32	47	21	5	4651	1,4409055	7,944	8,022	15
47	-1,94719803333282	-2,50792407989502	8,21819686889648	-11,3017673492432	60,8282775878906	88,8700714111328	305,59033203125	17,3749389648438	1459,97131347656	1750,82592773438	1946,87573242188	1169,23046875	32	47	21	6	4713	2,7659559	6,558	8,022	22
48	0,115262649953365	-1,7207750082016	7,6060585975647	-11,302116394043	93,099609375	74,244758605957	373,772583007812	5,8445839881897	1473,45153808594	1821,94299316406	1829,97509765625	1142,94006347656	31	41	28	9	4598	0,2516444	6,75	5,548	19
49	-0,754962563514709	-1,36004936695099	9,19994449615479	-10,0574960708618	66,9453811645508	91,0655059814453	321,008087158203	19,0208301544189	1446,275390625	1726,35412597656	1919,95825195312	1164,31726074219	32	47	21	8	4622	3,0872388	6,558	8,022	22
50	2,00999999046326	0,390000104904175	9,78999996185303	-9,19999980926514	42,5100021362305	77,0400009155273	333,029998779297	6,92000007629395	1544,10998535156	1763,97998046875	1830,669921875	1185,47998046875	32	47	21	5	4601	1,0374498	6,558	8,022	9
51	3,02333331108093	1,54666662216187	10,9033327102661	-5,8100004196167	156,720001220703	112,790000915527	378,630004882812	8,19000053405762	1424,51000976562	1766,63000488281	1781,18994140625	1187,60998535156	32	47	21	5	4463	3,1996014	7,314	3,779	13
52	-0,446666657924652	-2,53999996185303	7,88666677474976	-9,68000030517578	138,449996948242	106,610000610352	344,149993896484	7,17000007629395	1448,18994140625	1778,56005859375	1831,97998046875	1172,68994140625	32	47	21	6	4713	2,7659559	6,558	8,022	15
53	0,003333290340379	-1,8199999332428	8,30999946594238	-11,7300004959106	32,2599983215332	69,3899993896484	304,220001220703	5,65000009536743	1553,39990234375	1786,5400390625	1896,15991210938	1174,78002929688	32	47	21	6	4702	3,577215	6,558	8,022	28
54	-1,04809999465942	-2,73959636688232	7,9835319519043	-11,2306137084961	135,234664916992	69,7224502563477	320,218139648438	6,08880615234375	1430,44323730469	1848,25183105469	1832,58813476562	1144,947265625	32	47	21	6	4702	3,577215	6,558	8,022	21
55	1,03999996185303	-0,933333337306976	9,09666633605957	-7,8899998664856	144,490005493164	108,080001831055	358,720001220703	6,98999977111816	1443,26000976562	1778,9599609375	1802,5400390625	1189,61999511719	32	47	21	5	4651	1,4409055	7,944	8,022	12
56	-1,93443262577057	-2,48884797096252	8,23326778411865	-11,2904806137085	60,7227020263672	88,7628173828125	305,230590820312	17,3407516479492	1460,27038574219	1751,41723632812	1947,23486328125	1169,15942382812	32	47	21	6	4702	3,577215	6,558	8,022	25
57	1,63666653633118	-0,073333345353603	9,41666698455811	-9,67000007629395	37,7299995422363	74,2900009155273	328,970001220703	6,59999990463257	1552,43005371094	1775,26000976562	1835,75	1191,07995605469	32	47	21	5	4629	0,9072469	7,944	7,83	22
58	1,56666660308838	-0,260000020265579	9,61999988555908	-7,36666679382324	149,389999389648	112,410003662109	365,75	7,96000003814697	1433,05004882812	1770,2900390625	1799,77001953125	1183,919921875	32	47	21	5	4601	1,0374498	6,558	8,022	6
59	-0,415606677532196	-0,538800835609436	8,98711204528809	-9,26022624969482	134,798004150391	60,6746292114258	398,284606933594	5,42872428894043	1420,70434570312	1816,18701171875	1778,29370117188	1201,30908203125	32	47	21	5	4651	1,4409055	7,944	8,022	12
60	-2,02726078033447	-2,18440175056458	7,70136642456055	-11,0697870254517	128,326278686523	47,251781463623	397,13037109375	5,25152111053467	1409,01147460938	1820,34191894531	1804,66467285156	1179,74243164062	32	47	21	6	4702	3,577215	6,558	8,022	25
61	2,15999984741211	0,253333300352097	9,37333297729492	-8,92666625976562	14,2800006866455	61,1000022888184	324,019989013672	5,77999973297119	1564,16003417969	1833,82995605469	1779,5	1224,34997558594	36	44	20	6	4585	0,5626796	8,204	1,522	17
62	1,33864378929138	-0,62797600030899	8,27144527435303	-9,51942157745361	80,8202514648438	54,18017578125	336,011657714844	3,60931420326233	1531,60107421875	1874,61791992188	1904,951171875	1200,18835449219	36	44	20	6	4585	0,5626796	8,204	1,522	14
63	0,978750586509705	-0,511029183864594	9,65832996368408	-8,43665027618408	78,253059387207	28,826717376709	263,264892578125	2,83089470863342	1527,95983886719	1949,58654785156	1875,22778320312	1190,33642578125	36	44	20	6	4585	0,5626796	8,204	1,522	15
64	-1,04168570041656	-1,10739517211914	8,66374778747559	-10,1206531524658	122,762954711914	41,6192474365234	356,961059570312	4,625572681427	1417,90405273438	1844,65991210938	1814,16149902344	1181,693359375	19	66	15	7	4599	0,1591545	6,75	5,548	19
65	3,52373576164246	4,37100648880005	12,9421586990356	-3,89403772354126	121,551483154297	26,8500843048096	254,560882568359	4,72072601318359	1515,31103515625	1944,70678710938	2003,46630859375	1256,96313476562	39	44	17	5	4318	0,9279436	7,456	4,401	15
66	2,8899998664856	0,609999895095825	10,1300001144409	-5,70666694641113	51,5100021362305	32,939998626709	325,040008544922	1,35000002384186	1551,84997558594	1871,58996582031	1868,30004882812	1274,55004882812	31	41	28	1	4689	0,6060213	8,166	1,812	14
67	4,19490671157837	3,99003863334656	12,1427583694458	-5,72851848602295	42,5085411071777	49,4564018249512	267,565887451172	2,17632007598877	1593,34411621094	1979,66235351562	1943,5703125	1235,64099121094	19	66	15	9	4503	2,6326289	8,096	1,829	21
68	-1,10418486595154	-1,17612051963806	8,60483264923096	-10,1852931976318	122,552322387695	41,4063873291016	357,105102539062	4,60785818099976	1418,26489257812	1845,41137695312	1814,46862792969	1182,0146484375	19	66	15	7	4603	0,9002422	8,147	1,829	20
69	-0,198112472891808	-1,75223958492279	8,79477024078369	-10,340235710144	123,347236633301	60,9099998474121	299,974792480469	5,62313461303711	1440,1796875	1865,49047851562	1843,384765625	1149,5009765625	19	66	15	6	4608	1,3170096	8,147	1,829	19
70	-0,182418689131737	-1,73436307907104	8,80904293060303	-10,3248748779297	123,052276611328	60,6730041503906	299,490356445312	5,61123180389404	1440,3212890625	1865,81994628906	1843,58032226562	1149,47802734375	19	66	15	6	4603	0,9002422	8,147	1,829	26
71	0,416666746139526	-1,58666670322418	8,74333381652832	-8,71333312988281	135,289993286133	99,379997253418	327,869995117188	5,32000017166138	1448,94995117188	1782,78002929688	1823,2900390625	1172,57006835938	19	66	15	6	4603	0,9002422	8,147	1,829	25
72	0,863333284854889	-0,836666584014893	9,03999996185303	-10,8233327865601	25,2599983215332	67,879997253418	301,360015869141	5,95000028610229	1555,78002929688	1795,7099609375	1877,51000976562	1179,43005371094	19	66	15	6	4603	0,9002422	8,147	1,829	26
73	-2,66847062110901	-1,87573421001434	7,89624738693237	-10,1294221878052	132,569290161133	89,5201187133789	343,516418457031	2,28707361221313	1376,080078125	1758,22509765625	1900,51416015625	1158,21215820312	32	47	21	6	4702	3,577215	6,558	8,022	18
74	-1,04523169994354	-3,02770566940308	6,35333061218262	-12,3542146682739	89,5880279541016	74,8095016479492	381,173858642578	5,28399610519409	1487,072265625	1836,00109863281	1831,86767578125	1163,21887207031	32	47	21	5	4734	14,3240633	8,147	1,829	22
75	-0,606022775173187	-2,5508975982666	6,76508808135986	-11,9023408889771	89,1405487060547	72,405517578125	376,386016845703	5,31432914733887	1487,95129394531	1840,36645507812	1835,94189453125	1164,24853515625	32	47	21	8	4696	8,3743153	7,607	3,497	17
76	0,876704037189484	-0,08666668087244	9,27333354949951	-9,40220832824707	57,4720306396484	24,8499984741211	174,660003662109	14,2264356613159	1503,19445800781	1926,22998046875	2037,1201171875	1183,28503417969	19	66	15	5	4587	0,5738221	8,204	1,522	5
77	0,046415787190199	-0,30597448348999	9,70134544372559	-8,79301071166992	48,4346656799316	52,2320404052734	250,065002441406	16,9925632476807	1561,73852539062	1885,20129394531	1961,80004882812	1227,26049804688	19	66	15	5	4587	0,5738221	8,204	1,522	3
78	-1,12000834941864	-1,19333863258362	8,58896636962891	-10,1995153427124	122,747131347656	41,5884780883789	358,148376464844	4,62101554870605	1418,03198242188	1844,74853515625	1814,18579101562	1182,0234375	19	66	15	7	4608	1,3170096	8,147	1,829	5
79	0,416666746139526	-1,58666670322418	8,74333381652832	-8,71333312988281	135,289993286133	99,379997253418	327,869995117188	5,32000017166138	1448,94995117188	1782,78002929688	1823,2900390625	1172,57006835938	19	66	15	6	4603	0,9002422	8,147	1,829	19
80	0,863333284854889	-0,836666584014893	9,03999996185303	-10,8233327865601	25,2599983215332	67,879997253418	301,360015869141	5,95000028610229	1555,78002929688	1795,7099609375	1877,51000976562	1179,43005371094	19	66	15	6	4603	0,9002422	8,147	1,829	28
81	0,160670131444931	-0,459068357944489	9,33307647705078	-9,97246551513672	69,7502212524414	52,4471702575684	290,891845703125	2,03339338302612	1485,59619140625	1857,30529785156	1899,43310546875	1130,97668457031	19	66	15	7	4603	0,9002422	8,147	1,829	24
82	-2,12717986106873	-1,26964831352234	8,44918823242188	-9,61675453186035	133,045059204102	88,169792175293	339,157684326172	2,33421325683594	1372,83666992188	1755,18139648438	1901,72473144531	1151,93872070312	13	80	7	9	4670	0,656184	6,75	5,548	18
83	0,160670131444931	-0,459068357944489	9,33307647705078	-9,97246551513672	69,7502212524414	52,4471702575684	290,891845703125	2,03339338302612	1485,59619140625	1857,30529785156	1899,43310546875	1130,97668457031	19	66	15	6	4603	0,9002422	8,147	1,829	27
84	-1,10366642475128	-1,4262992143631	9,06764030456543	-10,4785184860229	57,0183486938477	83,4511032104492	291,846221923828	16,6014404296875	1475,56323242188	1775,84252929688	1955,63891601562	1169,61096191406	19	66	15	6	4603	0,9002422	8,147	1,829	22
85	-1,10366642475128	-1,4262992143631	9,06764030456543	-10,4785184860229	57,0183486938477	83,4511032104492	291,846221923828	16,6014404296875	1475,56323242188	1775,84252929688	1955,63891601562	1169,61096191406	19	66	15	6	4603	0,9002422	8,147	1,829	21
86	-0,182418689131737	-1,73436307907104	8,80904293060303	-10,3248748779297	123,052276611328	60,6730041503906	299,490356445312	5,61123180389404	1440,3212890625	1865,81994628906	1843,58032226562	1149,47802734375	19	66	15	6	4603	0,9002422	8,147	1,829	22
87	-0,121957130730152	-2,26548981666565	6,58322095870972	-10,6210241317749	80,103759765625	58,6950492858887	358,292846679688	3,34858179092407	1563,1669921875	1912,02758789062	1911,59912109375	1251,31860351562	32	47	21	8	5017	5,5247431	7,582	4,573	10
88	2,8899998664856	0,609999895095825	10,1300001144409	-5,70666694641113	51,5100021362305	32,939998626709	325,040008544922	1,35000002384186	1551,84997558594	1871,58996582031	1868,30004882812	1274,55004882812	31	41	28	1	4689	0,6060213	8,166	1,812	16
89	-0,121957130730152	-2,26548981666565	6,58322095870972	-10,6210241317749	80,103759765625	58,6950492858887	358,292846679688	3,34858179092407	1563,1669921875	1912,02758789062	1911,59912109375	1251,31860351562	32	47	21	9	5017	5,5247431	7,582	4,573	12
90	0,144599139690399	-1,87087678909302	10,3616924285889	-12,3466377258301	25,5510292053223	13,4221267700195	112,29914855957	2,21046090126038	1634,40283203125	2083,45922851562	2092,25048828125	1231,40112304688	19	66	15	4	5181	20,0221462	8,096	2,068	2
91	0,144599139690399	-1,87087678909302	10,3616924285889	-12,3466377258301	25,5510292053223	13,4221267700195	112,29914855957	2,21046090126038	1634,40283203125	2083,45922851562	2092,25048828125	1231,40112304688	19	66	15	4	5181	20,0221462	8,096	2,068	3
92	0,077861964702606	0,642751276493073	10,0889043807983	-7,28309106826782	127,148582458496	59,1527709960938	286,180511474609	3,46613740921021	1441,6025390625	1843,55493164062	1971,96838378906	1203,46606445312	19	66	15	9	4588	1,5011212	8,147	1,829	14
93	0,077861964702606	0,642751276493073	10,0889043807983	-7,28309106826782	127,148582458496	59,1527709960938	286,180511474609	3,46613740921021	1441,6025390625	1843,55493164062	1971,96838378906	1203,46606445312	19	66	15	9	4588	1,5011212	8,147	1,829	17
94	-1,11303877830505	-0,663394272327423	8,87110996246338	-8,36224460601807	134,353744506836	60,1584587097168	296,368286132812	3,41877269744873	1451,92309570312	1854,6142578125	1965,31176757812	1223,42822265625	32	47	21	9	4868	15,4782257	6,633	12,86	18
95	1,98666667938232	0,1766666918993	9,19000053405762	-9,05000019073486	24,7000007629395	67,3699951171875	331,339996337891	5,53999996185303	1576,03002929688	1821,82006835938	1795,38000488281	1229,2900390625	19	66	15	7	4634	0,9072469	8,147	1,829	12
96	1,98666667938232	0,1766666918993	9,19000053405762	-9,05000019073486	24,7000007629395	67,3699951171875	331,339996337891	5,53999996185303	1576,03002929688	1821,82006835938	1795,38000488281	1229,2900390625	19	66	15	7	4634	0,9072469	8,147	1,829	10
97	1,6784850358963	0,021111035719514	8,71683883666992	-8,99692249298096	99,6871871948242	73,8625030517578	379,619018554688	7,06758213043213	1521,06579589844	1882,90563964844	1865,23120117188	1217,62438964844	47	32	21	7	4620	3,7407384	6,587	8,428	12
98	1,95408535003662	0,270735502243042	9,05627536773682	-8,89552974700928	98,230354309082	71,1948776245117	373,136566162109	6,98697853088379	1511,61657714844	1873,43420410156	1863,8349609375	1200,1904296875	47	32	21	6	4533	1,1747826	7,479	2,376	12
99	1,58312332630157	1,22806656360626	11,6789331436157	-8,58131504058838	19,6407699584961	16,312385559082	211,007827758789	0,954444766044617	1559,73400878906	1959,28735351562	2033,79113769531	1139,64868164062	19	66	15	8	4529	0,7957236	8,224	1,894	3
100	1,58312332630157	1,22806656360626	11,6789331436157	-8,58131504058838	19,6407699584961	16,312385559082	211,007827758789	0,954444766044617	1559,73400878906	1959,28735351562	2033,79113769531	1139,64868164062	19	66	15	8	4529	0,7957236	8,224	1,894	3
101	1,93936765193939	0,463333278894424	11,0033330917358	-8,84237480163574	25,8830833435059	14,8999996185303	140,459991455078	8,70726871490479	1524,73681640625	1934,61999511719	2088,35009765625	1154,94018554688	19	66	15	10	4584	2,3078694	8,167	1,795	5
102	1,45422220230103	-0,073333472013474	10,6700000762939	-9,60369300842285	25,8716716766357	12,8999996185303	140,149993896484	7,53582239151001	1530,57934570312	1915,59997558594	2071,69995117188	1149,73352050781	19	66	15	7	4615	1,3502245	8,224	2,068	8
103	1,04927635192871	1,10923385620117	11,3279399871826	-9,06576347351074	15,580096244812	13,4169836044312	205,200286865234	0,768407642841339	1629,49951171875	1982,03930664062	2077,06396484375	1195,16638183594	19	66	15	6	4866	1,0374498	8,166	1,939	7
104	2,64019298553467	3,04036331176758	13,1494646072388	-7,54140043258667	14,922568321228	11,8791818618774	198,899993896484	0,894547343254089	1618,98193359375	1959,78076171875	2079,05908203125	1172,77416992188	19	66	15	2	4606	0,656184	8,039	1,862	9
105	-3,09277176856995	-3,95166826248169	6,43332624435425	-13,207501411438	57,1032257080078	19,788631439209	252,453231811523	2,63556814193726	1482,08972167969	1953,3076171875	1916,36108398438	1149,68798828125	19	66	15	8	4987	2,2636361	8,199	1,829	11
106	1,45422220230103	-0,073333472013474	10,6700000762939	-9,60369300842285	25,8716716766357	12,8999996185303	140,149993896484	7,53582239151001	1530,57934570312	1915,59997558594	2071,69995117188	1149,73352050781	19	66	15	6	4615	1,3502245	8,224	2,068	6
107	2,07893872261047	2,11677646636963	13,4705905914307	-6,63494253158569	14,2028322219849	13,6779727935791	124,886268615723	0,679256618022919	1635,06958007812	1971,19409179688	2271,42919921875	1217,83447265625	19	66	15	3	4581	0,9680096	8,039	1,862	7
108	2,0520613193512	1,65107452869415	11,8012533187866	-8,12448501586914	15,7279434204102	15,5063018798828	207,99739074707	0,917685151100159	1603,16735839844	1997,2705078125	2076,13671875	1175,43933105469	19	66	15	6	4676	2,0650566	8,039	1,862	13
